model auto,year of production,mileage,exterior colour,tax,transmission,wheel drive,number of owners,engine volume,engine power,engine type,fuel type,acceleration,MPG,country of the car brand,class,top speed,environmental class,price,fuel utilization efficiency,engine optimality,intensity of use
LiXiang,2023,9022.0,чёрный,67350.0,автоматическая,полный,1 владелец,1.5,449.0,гибридный ,АИ-95 ,5.3,7.8,Китай ,F ,180.0,Euro 0,7200000.0,5.2,3569.5499999999997,4511.0
Nissan,2020,64355.0,белый,2880.0,вариатор,передний,2 владельца,2.0,144.0,бензиновый ,АИ-95 ,10.1,7.0,Япония ,C ,184.0,Euro 5 ,1999000.0,3.5,2908.7999999999997,12871.0
Hyundai,2010,67487.0,серебристый,3000.0,автоматическая,полный,2 владельца,2.0,150.0,бензиновый ,АИ-95 ,11.3,8.2,Южная Корея ,C ,176.0,Euro 0,1478000.0,4.1,3390.0,4499.133333333333
Lada,2024,4.0,белый,2120.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,10.5,6.5,Россия ,B ,184.0,Euro 5 ,1170000.0,4.0625,1780.8000000000002,4.0
Kia,2013,125000.0,серый,2460.0,механическая,передний,3 или более,1.6,123.0,бензиновый ,АИ-92 ,10.3,6.0,Южная Корея ,B ,190.0,Euro 4 ,849000.0,3.75,2027.0400000000002,10416.666666666666
Lada,2024,10.0,белый,2120.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,11.3,7.3,Россия ,B ,182.0,Euro 5 ,1585000.0,4.5625,1916.4800000000005,10.0
Haval,2021,56347.0,серый,16350.0,автоматическая,полный,1 владелец,2.0,218.0,бензиновый ,АИ-92 ,10.0,12.6,Китай ,J ,180.0,Euro 6 ,3395000.0,6.3,4360.0,14086.75
Hyundai,2012,155644.0,синий,7000.0,автоматическая,полный,3 или более,2.4,175.0,бензиновый ,АИ-95 ,11.6,8.9,Южная Корея ,D ,190.0,Euro 5 ,1900000.0,3.7083333333333335,4872.0,11972.615384615385
Mercedes-Benz,2015,60000.0,коричневый,15300.0,автоматическая,полный,2 владельца,2.1,204.0,дизельный ,ДТ ,7.6,5.5,Германия ,D ,222.0,Euro 6 ,3220000.0,2.619047619047619,3255.84,6000.0
Hyundai,2013,96000.0,серый,2140.0,механическая,передний,2 владельца,1.4,107.0,бензиновый ,АИ-92 ,11.5,6.0,Южная Корея ,B ,190.0,Euro 0,920000.0,4.285714285714286,1722.6999999999998,8000.0
Kia,2009,103000.0,оранжевый,873.0,автоматическая,передний,3 или более,1.4,97.0,бензиновый ,АИ-95 ,14.5,7.2,Южная Корея ,B ,168.0,Euro 0,820000.0,5.142857142857143,1969.0999999999997,6437.5
Mitsubishi,2019,88000.0,серый,2920.0,вариатор,передний,2 владельца,2.0,146.0,бензиновый ,АИ-92 ,11.4,7.5,Япония ,D ,193.0,Euro 5 ,2153000.0,3.75,3328.8,14666.666666666666
Volkswagen,2018,90763.0,серебристый,3000.0,роботизированная,полный,2 владельца,2.0,150.0,дизельный ,ДТ ,9.3,6.1,Германия ,C ,200.0,Euro 6 ,3099000.0,3.05,2790.0,12966.142857142857
Hyundai,2021,19208.0,белый,7960.0,роботизированная,полный,1 владелец,2.2,199.0,дизельный ,ДТ ,10.2,6.1,Южная Корея ,D ,200.0,Euro 5 ,4400000.0,2.7727272727272725,4465.5599999999995,4802.0
Hyundai,2021,18374.0,белый,15150.0,роботизированная,полный,2 владельца,2.2,202.0,дизельный ,ДТ ,9.2,5.9,Южная Корея ,D ,205.0,Euro 6 ,4270000.0,2.6818181818181817,4088.48,4593.5
Citroen,2006,190000.0,чёрный,2180.0,механическая,передний,3 или более,1.6,109.0,бензиновый ,АИ-95 ,10.6,7.1,Франция ,C ,194.0,Euro 0,285000.0,4.437499999999999,1848.64,10000.0
Renault,2018,165001.0,белый,2280.0,вариатор,передний,1 владелец,1.6,114.0,бензиновый ,АИ-95 ,12.9,6.9,Франция ,B ,166.0,Euro 5 ,1390000.0,4.3125,2352.96,23571.571428571428
Renault,2019,124000.0,серый,2180.0,механическая,полный,1 владелец,1.5,109.0,дизельный ,ДТ ,13.2,5.3,Франция ,B ,167.0,Euro 5 ,1730000.0,3.533333333333333,2158.2,20666.666666666668
Skoda,2022,50000.0,синий,2200.0,автоматическая,передний,1 владелец,1.6,110.0,бензиновый ,АИ-95 ,11.8,6.1,Чехия ,B ,190.0,Euro 5 ,1950000.0,3.8124999999999996,2076.8,16666.666666666668
Kia,2021,125585.0,белый,7360.0,автоматическая,полный,1 владелец,2.4,184.0,бензиновый ,АИ-95 ,9.6,8.6,Южная Корея ,C ,195.0,Euro 0,2700000.0,3.5833333333333335,4239.36,31396.25
Nissan,2004,36420.0,белый,882.0,механическая,передний,2 владельца,1.5,98.0,бензиновый ,АИ-95 ,13.1,6.6,Япония ,C ,177.0,Euro 0,285000.0,4.3999999999999995,1925.7,1734.2857142857142
Lexus,2015,107000.0,белый,3000.0,автоматическая,передний,2 владельца,2.0,150.0,бензиновый ,АИ-95 ,11.6,6.9,Япония ,E ,200.0,Euro 0,2699000.0,3.45,3480.0,10700.0
Lada,2024,42.0,белый,720.0,механическая,полный,1 владелец,1.7,80.0,бензиновый ,АИ-95 ,19.0,10.2,Россия ,J ,140.0,Euro 5 ,1575000.0,6.0,2584.0,42.0
BMW,2021,50000.0,белый,7600.0,автоматическая,полный,1 владелец,2.0,190.0,дизельный ,ДТ ,8.0,5.1,Германия ,D ,213.0,Euro 6 ,4950000.0,2.55,3040.0,12500.0
Lada,2024,10.0,зелёный,720.0,механическая,полный,1 владелец,1.7,80.0,бензиновый ,АИ-95 ,19.0,10.2,Россия ,J ,140.0,Euro 5 ,1439000.0,6.0,2584.0,10.0
Skoda,2020,89527.0,чёрный,3000.0,автоматическая,передний,1 владелец,1.4,150.0,бензиновый ,АИ-95 ,8.8,6.3,Чехия ,C ,199.0,Euro 5 ,2390000.0,4.5,1848.0000000000002,17905.4
Kia,2022,3866.0,серый,2420.0,автоматическая,полный,1 владелец,1.6,121.0,бензиновый ,АИ-92 ,12.6,8.0,Южная Корея ,B ,175.0,Euro 5 ,2750000.0,5.0,2439.36,1288.6666666666667
Skoda,2018,72822.0,чёрный,3000.0,роботизированная,передний,2 владельца,1.4,150.0,бензиновый ,АИ-95 ,8.2,4.9,Чехия ,C ,219.0,Euro 6 ,2049000.0,3.5000000000000004,1721.9999999999998,10403.142857142857
Renault,2022,22428.0,серый,2280.0,механическая,передний,1 владелец,1.6,114.0,бензиновый ,АИ-95 ,12.1,7.2,Франция ,B ,172.0,Euro 5 ,1799000.0,4.5,2207.04,7476.0
Mercedes-Benz,2021,53543.0,серый,7880.0,автоматическая,полный,1 владелец,2.0,197.0,бензиновый ,АИ-95 ,7.6,7.1,Германия ,E ,232.0,Euro 6 ,5679000.0,3.55,2994.3999999999996,13385.75
Changan,2023,55.0,белый,7240.0,роботизированная,передний,1 владелец,1.5,181.0,бензиновый ,АИ-92 ,8.1,5.9,Китай ,C ,190.0,Euro 0,2729000.0,3.9333333333333336,2199.15,27.5
Skoda,2021,96000.0,серый,810.0,механическая,передний,2 владельца,1.6,90.0,бензиновый ,АИ-95 ,11.4,6.0,Чехия ,B ,184.0,Euro 5 ,1610000.0,3.75,1641.6000000000001,24000.0
Lada,2022,20500.0,красный,810.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,173.0,Euro 5 ,799000.0,4.25,1612.8,6833.333333333333
Chevrolet,2006,273763.0,чёрный,2860.0,автоматическая,передний,3 или более,2.0,143.0,бензиновый ,АИ-95 ,11.8,8.9,США ,D ,199.0,Euro 0,650000.0,4.45,3374.8,14408.578947368422
Infiniti,2021,30695.0,белый,60750.0,автоматическая,полный,3 или более,5.6,405.0,бензиновый ,АИ-95 ,7.5,14.5,Япония ,J ,210.0,Euro 5 ,8900000.0,2.5892857142857144,17010.0,7673.75
Mitsubishi,2020,95000.0,чёрный,2920.0,вариатор,передний,1 владелец,2.0,146.0,бензиновый ,АИ-92 ,11.4,7.5,Япония ,D ,193.0,Euro 5 ,2699000.0,3.75,3328.8,19000.0
Kia,2021,37414.0,белый,2980.0,вариатор,передний,1 владелец,2.0,149.0,бензиновый ,АИ-92 ,9.6,6.8,Южная Корея ,B ,190.0,Euro 5 ,2580000.0,3.4,2860.7999999999997,9353.5
Skoda,2013,137000.0,красный,7200.0,роботизированная,передний,3 или более,1.8,180.0,бензиновый ,АИ-95 ,7.4,6.1,Чехия ,C ,231.0,Euro 5 ,1480000.0,3.3888888888888884,2397.6,11416.666666666666
Lexus,2017,62844.0,белый,17850.0,автоматическая,полный,1 владелец,2.0,238.0,бензиновый ,АИ-95 ,9.5,7.9,Япония ,E ,200.0,Euro 6 ,4350000.0,3.95,4522.0,7855.5
Lada,2021,44000.0,серый,2120.0,механическая,передний,2 владельца,1.6,106.0,бензиновый ,АИ-95 ,10.5,6.5,Россия ,B ,184.0,Euro 5 ,979000.0,4.0625,1780.8000000000002,11000.0
Skoda,2020,83984.0,белый,3000.0,автоматическая,передний,1 владелец,1.4,150.0,бензиновый ,АИ-95 ,8.8,6.3,Чехия ,C ,199.0,Euro 5 ,2540000.0,4.5,1848.0000000000002,16796.8
Nissan,2011,98000.0,белый,2820.0,вариатор,полный,2 владельца,2.0,141.0,бензиновый ,АИ-95 ,11.3,8.0,Япония ,C ,181.0,Euro 5 ,1399000.0,4.0,3186.6000000000004,7000.0
Haval,2019,27300.0,синий,7600.0,роботизированная,передний,2 владельца,2.0,190.0,бензиновый ,АИ-95 ,9.0,8.8,Китай ,C ,195.0,Euro 5 ,1950000.0,4.4,3420.0,4550.0
Lada,2019,66500.0,белый,2120.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,11.2,6.9,Россия ,B ,175.0,Euro 5 ,1170000.0,4.3125,1899.5200000000002,11083.333333333334
Kia,2018,46694.0,белый,2460.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,11.6,6.8,Южная Корея ,B ,183.0,Euro 5 ,1770000.0,4.25,2282.88,6670.571428571428
BMW,2021,32000.0,синий,7360.0,автоматическая,задний,1 владелец,2.0,184.0,бензиновый ,АИ-95 ,7.5,5.8,Германия ,D ,240.0,Euro 6 ,5899000.0,2.9,2760.0,8000.0
Kia,2021,25100.0,серый,2460.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-95 ,11.2,7.4,Южная Корея ,B ,182.0,Euro 5 ,2180000.0,4.625,2204.16,6275.0
Skoda,2019,52902.0,серый,7200.0,роботизированная,передний,2 владельца,1.8,180.0,бензиновый ,АИ-95 ,8.1,5.8,Чехия ,D ,232.0,Euro 6 ,2750000.0,3.222222222222222,2624.4,8817.0
LiXiang,2023,135.0,белый,67350.0,автоматическая,полный,1 владелец,1.5,449.0,гибридный ,АИ-95 ,5.3,7.6,Китай ,E ,180.0,Euro 0,7500000.0,5.066666666666666,3569.5499999999997,67.5
Kia,2021,37197.0,чёрный,2460.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1920000.0,4.124999999999999,2204.16,9299.25
Nissan,2019,48500.0,белый,2880.0,вариатор,полный,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,12.1,7.5,Япония ,D ,180.0,Euro 6 ,2780000.0,3.75,3484.7999999999997,8083.333333333333
Toyota,2016,128190.0,белый,7240.0,автоматическая,передний,2 владельца,2.5,181.0,бензиновый ,АИ-95 ,9.0,7.8,Япония ,E ,210.0,Euro 4 ,2550000.0,3.12,4072.5,14243.333333333334
Kia,2021,30270.0,серый,2460.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,12.3,7.4,Южная Корея ,B ,175.0,Euro 5 ,2250000.0,4.625,2420.6400000000003,7567.5
Haval,2021,54726.0,белый,3000.0,роботизированная,полный,2 владельца,1.5,150.0,бензиновый ,АИ-92 ,9.8,8.2,Китай ,C ,185.0,Euro 5 ,2200000.0,5.466666666666666,2205.0,13681.5
Kia,2020,60809.0,чёрный,7760.0,автоматическая,передний,2 владельца,2.5,194.0,бензиновый ,АИ-95 ,8.6,7.1,Южная Корея ,D ,210.0,Euro 5 ,3250000.0,2.84,4171.0,12161.8
Lada,2021,35000.0,серый,720.0,механическая,полный,1 владелец,1.7,80.0,бензиновый ,АИ-95 ,19.0,10.2,Россия ,J ,140.0,Euro 5 ,1100000.0,6.0,2584.0,8750.0
Lada,2023,9838.0,чёрный,720.0,механическая,полный,1 владелец,1.7,80.0,бензиновый ,АИ-95 ,19.0,10.2,Россия ,J ,140.0,Euro 5 ,1269000.0,6.0,2584.0,4919.0
Mercedes-Benz,2021,79157.0,чёрный,7760.0,автоматическая,полный,2 владельца,2.0,194.0,дизельный ,ДТ ,7.5,5.4,Германия ,E ,239.0,Euro 6 ,5619000.0,2.7,2910.0,19789.25
Kia,2013,65632.0,белый,3000.0,механическая,передний,3 или более,2.0,150.0,бензиновый ,АИ-95 ,10.4,7.5,Южная Корея ,C ,184.0,Euro 4 ,1570000.0,3.75,3120.0,5469.333333333333
Renault,2019,74650.0,синий,738.0,механическая,передний,1 владелец,1.6,82.0,бензиновый ,АИ-95 ,13.9,7.1,Франция ,B ,163.0,Euro 5 ,1149990.0,4.437499999999999,1823.6800000000003,12441.666666666666
Chery,2023,920.0,серый,7880.0,роботизированная,полный,1 владелец,2.0,197.0,бензиновый ,АИ-92 ,8.4,8.3,Китай ,D ,210.0,Euro 6 ,3370000.0,4.15,3309.6000000000004,460.0
LiXiang,2023,60.0,чёрный,67350.0,автоматическая,полный,1 владелец,1.5,449.0,гибридный ,АИ-95 ,5.3,7.8,Китай ,F ,180.0,Euro 0,8350000.0,5.2,3569.5499999999997,30.0
Skoda,2021,77046.0,серый,3000.0,автоматическая,передний,2 владельца,1.4,150.0,бензиновый ,АИ-95 ,9.0,5.5,Чехия ,C ,223.0,Euro 5 ,2712570.0,3.928571428571429,1890.0,19261.5
Kia,2015,127325.0,белый,2460.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-95 ,11.2,6.4,Южная Корея ,B ,185.0,Euro 4 ,1300000.0,4.0,2204.16,12732.5
Lada,2024,52.0,зелёный,720.0,механическая,полный,1 владелец,1.7,80.0,бензиновый ,АИ-95 ,19.0,10.2,Россия ,J ,140.0,Euro 5 ,1649000.0,6.0,2584.0,52.0
Kia,2021,103419.0,синий,7960.0,автоматическая,передний,2 владельца,2.2,199.0,дизельный ,ДТ ,10.7,6.5,Южная Корея ,M ,190.0,Euro 5 ,4999000.0,2.954545454545454,4684.46,25854.75
Skoda,2019,48313.0,серый,2200.0,автоматическая,передний,1 владелец,1.6,110.0,бензиновый ,АИ-95 ,12.2,6.7,Чехия ,C ,188.0,Euro 5 ,1670000.0,4.1875,2147.2,8052.166666666667
Kia,2020,41440.0,чёрный,2460.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,11.6,6.8,Южная Корея ,B ,183.0,Euro 5 ,1849000.0,4.25,2282.88,8288.0
Kia,2020,63810.0,чёрный,18675.0,автоматическая,полный,1 владелец,3.0,249.0,дизельный ,ДТ ,8.7,9.3,Южная Корея ,E ,190.0,Euro 5 ,5350000.0,3.1,6498.9,12762.0
Chery,2021,15000.0,серый,2940.0,вариатор,передний,1 владелец,1.5,147.0,бензиновый ,АИ-92 ,9.8,8.2,Китай ,C ,186.0,Euro 6 ,2070000.0,5.466666666666666,2160.9,3750.0
Daewoo,2011,143600.0,белый,720.0,механическая,передний,2 владельца,1.5,80.0,бензиновый ,АИ-92 ,12.5,8.1,Южная Корея ,C ,175.0,Euro 0,145000.0,5.3999999999999995,1500.0,10257.142857142857
Suzuki,2008,160000.0,серый,2800.0,автоматическая,полный,3 или более,2.0,140.0,бензиновый ,АИ-95 ,13.6,8.9,Япония ,J ,170.0,Euro 0,1150000.0,4.45,3808.0,9411.764705882353
